2019_05_13_22_46_37,,杨开智,混合,,,,,
L_Thign,L_calf,L_Foot,R_Thign,R_calf,R_Foot,Pelvis_x,Pelvis_y,Pelvis_z
-25.77,17.33,-13.96,9.8,7.73,-15.89,4.945661,-2.345116,2.669136
-27.56,19.7,-8.16,8.53,12.29,-18.28,5.440009,-2.563454,2.531769
-30.39,25.49,-7.79,6.61,16.87,-14.55,5.643405,-2.641365,2.512817
-30.39,25.49,-7.79,6.61,16.87,-14.55,5.643405,-2.641365,2.512817
-30.4,29.39,-9.28,0.61,29.59,-15.05,5.416546,-2.651871,2.575768
-30.4,29.39,-9.28,0.61,29.59,-15.05,4.851086,-2.667709,2.580696
-29.46,36.31,-14.57,-3.24,37.27,-11.54,4.129815,-2.683464,2.427422
-29.46,36.31,-14.57,-3.24,37.27,-11.54,4.129815,-2.683464,2.427422
-29.46,36.31,-14.57,-3.24,37.27,-11.54,4.129815,-2.683464,2.427422
-25.08,35.31,-17.64,-6.98,44.71,-1.72,2.744924,-2.972694,1.641853
-25.08,35.31,-17.64,-6.98,44.71,-1.72,2.744924,-2.972694,1.641853
-22.61,35.22,-19.71,-13.42,57.07,-5.61,2.518197,-3.140633,1.310715
-20.16,35.24,-21.4,-15.64,60.56,-7.45,2.408535,-3.340324,1.034966
-20.16,35.24,-21.4,-15.64,60.56,-7.45,2.331837,-3.585091,0.8173523
-20.16,35.24,-21.4,-15.64,60.56,-7.45,2.331837,-3.585091,0.8173523
-15.59,31.24,-21.52,-17.51,62.28,-14.89,2.234375,-3.839073,0.6793365
-15.59,31.24,-21.52,-17.51,62.28,-14.89,2.121168,-4.054237,0.6482925
-15.59,31.24,-21.52,-17.51,62.28,-14.89,2.121168,-4.054237,0.6482925
-13.52,29.62,-21.5,-21,61.85,-16.69,2.044686,-4.121002,0.7115021
-13.52,29.62,-21.5,-21,61.85,-16.69,2.059102,-3.847122,0.7469788
-11.43,27.84,-20.91,-22.32,59.5,-19.19,2.068196,-3.700027,0.6983337
-11.43,27.84,-20.91,-22.32,59.5,-19.19,2.068196,-3.700027,0.6983337
-7.29,23.53,-20.32,-23.22,55.86,-28.23,2.109525,-3.488411,0.3977661
-7.29,23.53,-20.32,-23.22,55.86,-28.23,2.151964,-3.47728,0.1676025
-7.29,23.53,-20.32,-23.22,55.86,-28.23,2.151964,-3.47728,0.1676025
-5.34,21.31,-19.65,-23.42,44.39,-23.51,2.180209,-3.512856,-0.02490997
-5.34,21.31,-19.65,-23.42,44.39,-23.51,2.219612,-3.620308,-0.1804657
-3.41,18.72,-18.27,-22.68,36.72,-22.93,2.184295,-3.599937,-0.4118195
-3.41,18.72,-18.27,-22.68,36.72,-22.93,2.184295,-3.599937,-0.4118195
0.52,14.42,-17.57,-21.64,28.59,-21.16,1.764499,-3.342178,-0.8624344
2.26,12.24,-16.83,-20.95,15.96,-15.74,0.9183956,-3.128601,-1.381783
2.26,12.24,-16.83,-20.95,15.96,-15.74,0.2288485,-3.239975,-1.771225
2.26,12.24,-16.83,-20.95,15.96,-15.74,0.2288485,-3.239975,-1.771225
2.26,12.24,-16.83,-20.95,15.96,-15.74,0.07307291,-3.142609,-2.06649
3.72,9.82,-15.55,-21.97,13.57,-13.07,0.3550425,-3.218285,-2.206703
3.72,9.82,-15.55,-21.97,13.57,-13.07,0.3550425,-3.218285,-2.206703
5.18,8.22,-14.79,-23.29,14.01,-9.12,0.7543092,-3.472176,-2.167709
5.09,8.61,-14.58,-25.98,19.6,-8.57,0.8797889,-4.034996,-1.703194
5.09,8.61,-14.58,-25.98,19.6,-8.57,0.7185941,-4.195015,-1.458153
5.09,8.61,-14.58,-25.98,19.6,-8.57,0.7185941,-4.195015,-1.458153
5.09,8.61,-14.58,-25.98,19.6,-8.57,-0.2312622,-4.654541,-0.7222672
4.67,11.55,-14.49,-26.74,23.61,-8.05,-0.8724365,-4.942406,-0.3255081
4.67,11.55,-14.49,-26.74,23.61,-8.05,-0.8724365,-4.942406,-0.3255081
2.75,15.75,-13.92,-26.47,30.98,-9.61,-1.176605,-5.15612,-0.05008698
1.21,23.03,-9.01,-24.25,32.5,-11.38,-1.002472,-5.335854,0.1451569
1.21,23.03,-9.01,-24.25,32.5,-11.38,-0.4494324,-5.41732,0.3432007
1.21,23.03,-9.01,-24.25,32.5,-11.38,-0.4494324,-5.41732,0.3432007
-3.95,31.41,-5.32,-22.15,33.79,-13.68,0.252809,-5.416794,0.6307449
-3.95,31.41,-5.32,-22.15,33.79,-13.68,0.8725538,-5.415878,1.033562
-3.95,31.41,-5.32,-22.15,33.79,-13.68,0.8725538,-5.415878,1.033562
-7.13,37.89,-1.54,-16.8,32.78,-17.91,1.285439,-5.40921,1.537315
-13.29,50.11,2.16,-14.36,31.32,-18.75,1.463292,-5.397743,2.088562
-13.29,50.11,2.16,-14.36,31.32,-18.75,1.533075,-5.405655,2.99826
-13.29,50.11,2.16,-14.36,31.32,-18.75,1.533075,-5.405655,2.99826
-15.83,55.26,0.43,-10.05,27.63,-18.91,1.558915,-5.455406,3.302757
-15.83,55.26,0.43,-10.05,27.63,-18.91,1.656886,-5.593338,3.914742
-17.88,59.84,-3.39,-8.08,26.34,-19.31,1.878034,-5.845924,4.770088
-17.88,59.84,-3.39,-8.08,26.34,-19.31,1.878034,-5.845924,4.770088
-21.69,63.4,-11.33,-6.06,24.4,-19.13,2.023578,-5.984222,5.234505
-21.69,63.4,-11.33,-6.06,24.4,-19.13,2.179493,-6.092384,5.595367
-21.69,63.4,-11.33,-6.06,24.4,-19.13,2.179493,-6.092384,5.595367
-21.69,63.4,-11.33,-6.06,24.4,-19.13,2.350346,-6.032074,5.851089
-25.29,59.83,-22.21,0.17,18.08,-18.52,2.513155,-5.775726,6.035614
-25.29,59.83,-22.21,0.17,18.08,-18.52,2.644847,-5.502571,6.164429
-25.29,59.83,-22.21,0.17,18.08,-18.52,2.644847,-5.502571,6.164429
-25.29,59.83,-22.21,0.17,18.08,-18.52,2.738875,-5.203484,6.199768
-27.86,58.4,-25.04,2.24,15.89,-18.15,2.808938,-4.913055,6.150856
-27.86,58.4,-25.04,2.24,15.89,-18.15,2.808938,-4.913055,6.150856
-28.49,54.25,-27.06,6.37,11.59,-17.42,2.896235,-4.665016,6.035789
-28.61,42.84,-27.77,8.14,9.29,-16.55,3.103005,-4.407669,5.980598
-28.61,42.84,-27.77,8.14,9.29,-16.55,4.07208,-4.037788,6.167213
-28.61,42.84,-27.77,8.14,9.29,-16.55,4.07208,-4.037788,6.167213
-27.79,35.74,-26.39,10.22,6.98,-15.54,4.703456,-3.866043,6.295563
-27.79,35.74,-26.39,10.22,6.98,-15.54,4.858853,-3.610748,6.112625
-27.79,35.74,-26.39,10.22,6.98,-15.54,4.858853,-3.610748,6.112625
-27.55,24.8,-19.17,10.38,7.17,-15.37,4.695016,-3.407959,5.674736
-28.61,22.72,-16.43,10.07,8.36,-15.58,4.507935,-3.478607,5.146729
-29.91,22.94,-12.73,7.98,11.98,-14.11,4.550291,-3.703163,4.591095
-29.91,22.94,-12.73,7.98,11.98,-14.11,4.550291,-3.703163,4.591095
-29.91,22.94,-12.73,7.98,11.98,-14.11,4.868855,-3.915901,4.025932
-31.08,27.33,-12.54,5.98,18.92,-16.02,5.276175,-4.087257,3.527489
-31.08,27.33,-12.54,5.98,18.92,-16.02,5.484269,-4.134117,3.150475
-31.08,27.33,-12.54,5.98,18.92,-16.02,5.484269,-4.134117,3.150475
-31.72,31.62,-10.04,3.27,24.82,-14.47,5.320179,-4.081055,2.851761
-31.72,31.62,-10.04,3.27,24.82,-14.47,4.832969,-4.029633,2.511963
-31.72,31.62,-10.04,3.27,24.82,-14.47,4.832969,-4.029633,2.511963
-30.49,34.6,-12.61,-0.22,35.49,-9.08,4.154513,-3.999039,2.015488
-28.69,40.02,-19.22,-7.36,46.11,-6.62,3.172206,-4.057014,1.046341
-28.69,40.02,-19.22,-7.36,46.11,-6.62,2.733869,-4.160049,0.327179
-28.69,40.02,-19.22,-7.36,46.11,-6.62,2.733869,-4.160049,0.327179
-24.2,37.96,-20.84,-10.33,52.16,-5.71,2.598277,-4.238869,-0.02842712
-24.2,37.96,-20.84,-10.33,52.16,-5.71,2.465543,-4.503929,-0.9528885
-24.2,37.96,-20.84,-10.33,52.16,-5.71,2.465543,-4.503929,-0.9528885
-21.94,37.45,-22.15,-12.92,57.73,-7.46,2.455612,-4.702492,-1.390182
-19.62,37.17,-23.7,-14.95,59.24,-8.35,2.398896,-4.898994,-1.68087
-17.29,35.59,-23.94,-16.81,59.23,-9.78,2.282984,-5.087845,-1.859978
-17.29,35.59,-23.94,-16.81,59.23,-9.78,2.282984,-5.087845,-1.859978
-17.29,35.59,-23.94,-16.81,59.23,-9.78,2.138351,-5.176361,-1.960007
-17.29,35.59,-23.94,-16.81,59.23,-9.78,1.980837,-5.13781,-2.021713
-17.29,35.59,-23.94,-16.81,59.23,-9.78,1.980837,-5.13781,-2.021713
-17.29,35.59,-23.94,-16.81,59.23,-14.69,1.82282,-5.002792,-2.108665
-17.29,35.59,-23.94,-18.75,61.17,-14.69,1.672541,-4.883163,-2.255898
-17.29,35.59,-23.94,-18.75,61.17,-14.69,1.562144,-4.850441,-2.399902
-17.29,35.59,-23.94,-18.75,61.17,-14.69,1.562144,-4.850441,-2.399902
-17.29,35.59,-23.44,-18.75,61.17,-21.67,1.539406,-4.792656,-2.477814
-17.29,35.59,-23.44,-18.75,61.17,-21.67,1.528198,-4.748741,-2.517647
-17.29,36.14,-23.53,-22.19,57.35,-30.03,1.351152,-4.624229,-2.694931
-17.29,36.14,-23.53,-22.19,57.35,-30.03,1.351152,-4.624229,-2.694931
-12.55,31.39,-23.07,-24.01,54.27,-27.76,0.7173262,-4.022934,-3.144035
-12.55,31.39,-23.07,-24.01,54.27,-27.76,-0.3357849,-3.713104,-3.59024
-12.55,31.39,-23.07,-24.01,54.27,-27.76,-0.3357849,-3.713104,-3.59024
-10.07,29.11,-22.75,-24.83,49.42,-34.27,-1.093018,-3.729317,-3.870445
-7.27,26.2,-22.3,-24.59,35.85,-24.35,-1.178131,-3.55896,-3.938332
-7.27,26.2,-22.3,-24.59,35.85,-24.35,-0.7183838,-3.485352,-3.791885
-7.27,26.2,-22.3,-24.59,35.85,-24.35,-0.7183838,-3.485352,-3.791885
-4.47,23.19,-21.71,-24.59,28.85,-19.67,-0.1372375,-3.588959,-3.427383
-4.47,23.19,-21.71,-24.59,28.85,-19.67,0.1088286,-3.862373,-2.8657
-4.47,23.19,-21.71,-24.59,28.85,-19.67,0.1088286,-3.862373,-2.8657
0.94,17.35,-20.91,-23.9,21.81,-16.49,-0.1463623,-4.069107,-2.230385
3.33,14.4,-19.97,-22.67,16.25,-12.22,-0.7742004,-4.226418,-1.655426
3.33,14.4,-19.97,-22.67,16.25,-12.22,-1.460358,-4.44194,-1.190926
3.33,14.4,-19.97,-22.67,16.25,-12.22,-1.460358,-4.44194,-1.190926
4.78,11.73,-17.98,-22.36,15.71,-10.75,-1.891785,-4.712967,-0.7288742
4.78,11.73,-17.98,-22.36,15.71,-10.75,-1.548218,-4.798386,-0.5119629
4.78,11.73,-17.98,-22.36,15.71,-10.75,-1.548218,-4.798386,-0.5119629
3.46,13.33,-11.58,-22.18,16.87,-7.87,-0.8402405,-4.839943,-0.2548981
3.46,13.33,-11.58,-22.18,16.87,-7.87,-0.04016113,-4.841812,0.1048965
2.87,14.97,-10.95,-23.74,24.48,-13.92,0.6327587,-4.848457,0.5925751
2.87,14.97,-10.95,-23.74,24.48,-13.92,0.6327587,-4.848457,0.5925751
2.87,14.97,-10.95,-23.74,24.48,-13.92,1.086796,-4.899384,1.139931
1.66,21.33,-7.1,-24.15,24.89,-14.57,1.304519,-4.974541,1.69268
-3.1,31.27,-12.27,-21.1,20.73,-8.98,1.382296,-5.030037,2.216621
-3.1,31.27,-12.27,-21.1,20.73,-8.98,1.382296,-5.030037,2.216621
-3.1,31.27,-12.27,-21.1,20.73,-8.98,1.426219,-5.17836,2.674706
-5.46,36.92,-4.71,-20.02,29.97,-19.29,1.511966,-5.362282,3.037643
-5.46,36.92,-4.71,-20.02,29.97,-19.29,1.511966,-5.362282,3.037643
-5.46,43.81,-6.84,-17.64,31.49,-23.2,1.636993,-5.589508,3.295975
-8.86,44.23,0.08,-17.64,31.49,-23.2,1.785733,-5.731186,3.44014
-12.63,54.48,-7.99,-14.77,32.56,-27.14,1.999723,-5.886543,3.535324
-12.63,54.48,-7.99,-14.77,32.56,-27.14,1.999723,-5.886543,3.535324
-12.63,54.48,-7.99,-14.77,32.56,-27.14,2.099607,-5.785744,3.572731
-16.55,59.7,-8.41,-11.4,30.17,-24.94,2.156956,-5.618248,3.612221
-16.55,59.7,-8.41,-11.4,30.17,-24.94,2.156956,-5.618248,3.612221
-21.29,64.57,-12.39,-8.26,27.59,-22.77,2.142422,-5.493607,3.677406
-21.29,64.57,-12.39,-8.26,27.59,-22.77,2.07108,-5.330063,3.744423
-23.39,65.26,-17.32,-2.97,22.17,-21.2,2.01723,-5.175095,3.795845
-23.39,65.26,-17.32,-2.97,22.17,-21.2,2.01723,-5.175095,3.795845
-25.88,61.74,-24.45,-0.83,19.88,-20.4,1.997705,-5.068512,3.806221
-25.88,61.74,-24.45,-0.83,19.88,-20.4,2.067807,-4.939789,3.781258
-25.88,61.74,-24.45,-0.83,19.88,-20.4,2.067807,-4.939789,3.781258
-26.41,58.08,-27.44,3.37,15.48,-18.6,2.509328,-4.595222,3.84082
-26.41,58.08,-27.44,3.37,15.48,-18.6,3.273819,-4.445839,3.928734
-26.4,47.08,-23.57,5.4,12.96,-17.42,3.925543,-4.266418,4.057014
-26.4,47.08,-23.57,5.4,12.96,-17.42,3.925543,-4.266418,4.057014
-26.4,47.08,-23.57,5.4,12.96,-17.42,4.165754,-3.905594,4.129967
-24.9,38.86,-28.95,7.34,10.69,-16.44,4.002106,-3.744919,4.048119
-23.95,30.86,-26.6,9.08,8.59,-15.5,3.689313,-3.787498,3.866508
-23.95,30.86,-26.6,9.08,8.59,-15.5,3.689313,-3.787498,3.866508
-23.95,30.86,-26.6,9.08,8.59,-15.5,3.877997,-4.020714,3.665619
-23.41,23.69,-23.17,10.99,6.37,-14.78,4.383276,-4.265274,3.412628
-23.41,23.69,-23.17,10.99,6.37,-14.78,4.383276,-4.265274,3.412628
-23.68,14.5,-14.52,11.05,6.62,-14.56,4.914253,-4.446861,3.191994
-23.68,14.5,-14.52,11.05,6.62,-14.56,5.172572,-4.568298,3.045937
-26.24,15.57,-11.21,10.6,9.35,-14.73,5.007631,-4.662132,2.971115
-26.24,15.57,-11.21,10.6,9.35,-14.73,5.007631,-4.662132,2.971115
-26.24,15.57,-11.21,10.6,9.35,-14.73,4.485336,-4.715431,2.866829
-27.84,19.42,-10.3,8.24,13.69,-14.59,3.784965,-4.685982,2.630386
-27.84,19.42,-10.3,8.24,13.69,-14.59,3.784965,-4.685982,2.630386
-29.79,24.54,-6.87,6.29,18.08,-13.53,3.086351,-4.664719,2.240608
-29.11,27.87,-8.68,3.63,26.98,-8.39,2.527655,-4.657806,1.78289
-29.11,27.87,-8.68,3.63,26.98,-8.39,2.174725,-4.681595,1.349762
-29.11,27.87,-8.68,3.63,26.98,-8.39,2.174725,-4.681595,1.349762
-29.11,27.87,-8.68,3.63,26.98,-8.39,1.905232,-4.888412,0.8963318
-27.87,34.62,-15.2,-3.49,37.63,-5.19,1.754198,-5.153793,0.8152924
-27.87,34.62,-15.2,-3.49,37.63,-5.19,1.754198,-5.153793,0.8152924
-23.19,33.33,-17.56,-6.81,44.42,-2.38,1.546217,-5.469513,0.8967667
-20.71,33.25,-19.64,-9.88,52.98,-2.45,1.279314,-5.7062,1.125511
-20.71,33.25,-19.64,-9.88,52.98,-2.45,0.9827058,-5.798119,1.453026
-20.71,33.25,-19.64,-9.88,52.98,-2.45,0.9827058,-5.798119,1.453026
-20.71,33.25,-19.64,-9.88,52.98,-2.45,0.6709872,-5.726074,1.78746
-18.38,32.46,-20.82,-14.53,58.66,-5.05,0.3602929,-5.483025,2.014877
-15.89,31.58,-21.47,-16.55,60.4,-8.46,0.1180634,-5.18885,2.085709
-15.89,31.58,-21.47,-16.55,60.4,-8.46,0.1180634,-5.18885,2.085709
-11.56,27.79,-21.51,-18.66,60.97,-18.83,0.03156519,-4.889595,2.039078
-11.56,27.79,-21.51,-18.66,60.97,-18.83,0.09184171,-4.617142,1.907715
-11.56,27.79,-21.51,-18.66,60.97,-18.83,0.09184171,-4.617142,1.907715
-11.56,27.79,-21.51,-18.66,60.97,-18.83,0.2437782,-4.444565,1.721649
-9.47,26.19,-21.49,-22.15,57.72,-18.89,0.3610516,-4.200462,1.378769
-5.56,22.2,-20.43,-23.27,54.08,-21.16,-0.1810303,-3.344536,0.4769287
-5.56,22.2,-20.43,-23.27,54.08,-21.16,-0.1810303,-3.344536,0.4769287
-3.75,20.22,-19.8,-23.69,48.95,-30.15,-0.5847778,-3.283157,0.1505356
-3.75,20.22,-19.8,-23.69,48.95,-30.15,-1.407623,-3.262047,-0.6589584
-3.75,20.22,-19.8,-23.69,48.95,-30.15,-1.407623,-3.262047,-0.6589584
-1.96,17.97,-18.54,-23.01,34.99,-23.29,-1.186707,-3.024139,-0.8516388
-1.96,17.97,-18.54,-23.01,34.99,-23.29,-0.5846558,-2.831665,-0.6612015
1.24,14.62,-18.04,-21.69,26.73,-25.82,-0.1188049,-2.79776,-0.1726151
1.24,14.62,-18.04,-21.69,26.73,-25.82,-0.1188049,-2.79776,-0.1726151
2.38,13.38,-17.56,-20.15,14.03,-17.22,-0.1332703,-2.866127,0.5196838
2.38,13.38,-17.56,-20.15,14.03,-17.22,-0.5923462,-2.911583,1.277321
2.38,13.38,-17.56,-20.15,14.03,-17.22,-0.5923462,-2.911583,1.277321
2.38,13.38,-17.56,-20.15,14.03,-17.22,-1.279602,-2.952759,1.939835
3.64,12.4,-16.71,-20.15,14.03,-17.44,-1.883179,-3.089439,2.431091
3.77,12.81,-16.27,-21.51,12.14,-13.02,-2.072113,-3.2351,2.734398
3.77,12.81,-16.27,-21.51,12.14,-13.02,-2.072113,-3.2351,2.734398
3.77,12.81,-16.27,-21.51,12.14,-13.02,-1.401398,-3.284981,3.022224
3.53,15.42,-17.11,-22.73,14.35,-10.99,-0.99646,-3.267296,3.141617
1.69,19.24,-12.96,-23.28,21.25,-17.35,0.257071,-3.306435,3.647095
1.69,19.24,-12.96,-23.28,21.25,-17.35,0.257071,-3.306435,3.647095
-0.15,23.65,-10.02,-22.43,24.53,-13.26,0.860032,-3.381325,4.06591
-0.15,23.65,-10.02,-22.43,24.53,-13.26,1.199406,-3.45192,4.478149
-0.15,23.65,-10.02,-22.43,24.53,-13.26,1.199406,-3.45192,4.478149
-2.77,32.7,-9.65,-21.18,31.41,-17.98,1.315226,-3.538147,4.85685
-9.38,42.78,1.14,-19.03,32.4,-16.96,1.317066,-3.613731,5.189384
-9.38,42.78,1.14,-19.03,32.4,-16.96,1.347848,-3.803894,5.485535
-9.38,42.78,1.14,-19.03,32.4,-16.96,1.347848,-3.803894,5.485535
-12.54,49.1,3.16,-14.37,31.41,-19.73,1.471819,-4.028534,5.732628
-15.49,57.3,-0.1,-11.99,29.88,-20.07,1.664799,-4.226051,5.921776
-15.49,57.3,-0.1,-11.99,29.88,-20.07,1.664799,-4.226051,5.921776
-15.49,57.3,-0.1,-11.99,29.88,-20.07,1.881596,-4.320801,6.077255
-15.49,57.3,-0.1,-11.99,29.88,-20.07,2.072944,-4.198448,6.215385
-19.95,63.01,-3.7,-9.87,28.39,-19.86,2.192171,-3.938545,6.348282
-19.95,63.01,-3.7,-9.87,28.39,-19.86,2.192171,-3.938545,6.348282
-21.7,64.9,-8.3,-5.51,24.7,-20.16,2.267622,-3.611343,6.610535
-23.41,63.83,-17.37,-3.33,22.6,-19.87,2.265431,-3.449524,6.796616
-23.41,63.83,-17.37,-3.33,22.6,-19.87,2.269285,-3.320168,6.952087
-23.41,63.83,-17.37,-3.33,22.6,-19.87,2.269285,-3.320168,6.952087
-26.13,63.44,-21.01,-1.25,20.49,-19.15,2.289727,-3.250847,7.038643
-26.13,63.44,-21.01,-1.25,20.49,-19.15,2.407685,-3.160042,7.002838
-26.13,63.44,-21.01,-1.25,20.49,-19.15,2.407685,-3.160042,7.002838
-26.91,60.39,-24.43,2.6,16.34,-18.52,2.906937,-2.895988,7.002953
-26.91,60.39,-24.43,2.6,16.34,-18.52,3.767491,-2.767365,6.982826
-27.25,51.2,-29.41,4.45,14.31,-18.04,4.478877,-2.688087,6.883102
-27.25,51.2,-29.41,4.45,14.31,-18.04,4.478877,-2.688087,6.883102
-26.51,44.47,-29.59,6.27,12.28,-17.3,4.726419,-2.434677,6.631538
-25.61,36.98,-28.29,9.41,8.7,-16.57,4.536392,-2.379433,6.165192
-25.61,36.98,-28.29,9.41,8.7,-16.57,4.536392,-2.379433,6.165192
-25.61,36.98,-28.29,9.41,8.7,-16.57,4.252259,-2.52169,5.587036
-25.61,36.98,-28.29,9.41,8.7,-16.57,4.242392,-2.798416,4.960587
-24.9,23.42,-19.33,10.38,7.7,-16.18,4.637192,-3.1287,4.318031
-24.9,23.42,-19.33,10.38,7.7,-16.18,4.637192,-3.1287,4.318031
-25.01,18.72,-16.9,10.84,7.45,-15.93,5.576306,-3.563942,3.434044
-26.12,17.09,-12.93,10.85,9.14,-15.94,5.925291,-3.714134,2.991547
-26.12,17.09,-12.93,10.85,9.14,-15.94,5.925291,-3.714134,2.991547
-26.12,17.09,-12.93,10.85,9.14,-15.94,5.795418,-3.78463,2.652855
-26.12,17.09,-12.93,10.85,9.14,-15.94,5.264241,-3.851753,2.302574
-27.58,19.21,-7.23,9.42,12.28,-15.99,4.537928,-3.930977,1.839256
-27.58,19.21,-7.23,9.42,12.28,-15.99,4.537928,-3.930977,1.839256
-29.93,24.21,-6.35,7.88,16,-11.32,3.843502,-4.06842,1.280197
-29.82,27.77,-7.39,2.69,26.86,-11.29,3.326713,-4.249397,0.6568298
-29.82,27.77,-7.39,2.69,26.86,-11.29,3.326713,-4.249397,0.6568298
-29.82,27.77,-7.39,2.69,26.86,-11.29,3.010659,-4.41909,0.02722168
-28.91,34.92,-12.86,-1.08,34.14,-8.14,2.831283,-4.632774,-0.5393372
-28.91,34.92,-12.86,-1.08,34.14,-8.14,2.71498,-4.909111,-0.9862366
-28.91,34.92,-12.86,-1.08,34.14,-8.14,2.71498,-4.909111,-0.9862366
-24.77,34.44,-16.1,-4.75,41.33,0.09,2.618357,-5.265404,-1.273605
-22.31,36.64,-20.56,-11.29,53.98,-3.37,2.464295,-5.880783,-1.473953
-22.31,36.64,-20.56,-11.29,53.98,-3.37,2.415437,-6.074562,-1.507805
-22.31,36.64,-20.56,-11.29,53.98,-3.37,2.415437,-6.074562,-1.507805
-17.4,32.92,-21.14,-13.78,58.08,-5.26,2.318207,-6.402565,-1.53833
-17.4,32.92,-21.14,-13.78,58.08,-5.26,2.184596,-6.543945,-1.607323
-17.4,32.92,-21.14,-13.78,58.08,-5.26,2.184596,-6.543945,-1.607323
-15.25,31.49,-21.44,-18.01,62.52,-12.95,2.08115,-6.420792,-1.767998
-13.19,30.48,-22.07,-20.16,61.07,-15.42,2.003953,-6.243355,-2.008934
-9.01,26.56,-21.51,-23.52,60.73,-18.28,2.015312,-6.09832,-2.22496
-9.01,26.56,-21.51,-23.52,60.73,-18.28,2.015312,-6.09832,-2.22496
-9.01,26.56,-21.51,-23.52,60.73,-18.28,2.111611,-5.992134,-2.339241
-9.01,26.56,-21.51,-23.52,60.73,-18.28,2.170302,-5.826515,-2.468407
-9.01,26.56,-21.51,-23.52,60.73,-18.28,2.170302,-5.826515,-2.468407
-6.92,24.42,-21.07,-24.47,57.04,-27.77,1.843334,-5.240616,-2.821327
-3.05,20.39,-20.18,-24.83,45.69,-23.43,0.9815033,-4.829025,-3.258965
-3.05,20.39,-20.18,-24.83,45.69,-23.43,0.1340752,-4.694191,-3.603241
-3.05,20.39,-20.18,-24.83,45.69,-23.43,0.1340752,-4.694191,-3.603241
-1.19,18.32,-19.64,-23.8,37.77,-29.53,-0.1869202,-4.291008,-3.817268
0.6,16.05,-18.49,-23.04,29.81,-27.2,0.1719942,-4.083618,-3.816605
0.6,16.05,-18.49,-23.04,29.81,-27.2,0.5422482,-4.08313,-3.64502
0.6,16.05,-18.49,-23.04,29.81,-27.2,0.5422482,-4.08313,-3.64502
3.68,12.68,-17.87,-22.65,16.91,-18.02,0.6142254,-4.149643,-3.273987
4.82,11.32,-17.28,-24.05,14.73,-15.3,0.2985921,-4.142525,-2.82592
4.82,11.32,-17.28,-24.05,14.73,-15.3,0.2985921,-4.142525,-2.82592
5.49,10.91,-17.07,-25.46,15.87,-13.13,-0.2700806,-4.161667,-2.455643
5.49,10.91,-17.07,-25.46,15.87,-13.13,-0.7954407,-4.265511,-2.194534
5.39,11.77,-15.79,-26.95,19.75,-12.2,-1.012878,-4.321136,-2.023872
5.39,11.77,-15.79,-26.95,19.75,-12.2,-1.012878,-4.321136,-2.023872
5.39,11.77,-15.79,-26.95,19.75,-12.2,-0.8168335,-4.338936,-1.882263
4.45,14.15,-15.01,-27.88,28.73,-12.37,-0.3291321,-4.306061,-1.649788
4.45,14.15,-15.01,-27.88,28.73,-12.37,-0.3291321,-4.306061,-1.649788
4.45,14.15,-15.01,-27.88,28.73,-12.37,0.2727259,-4.251549,-1.279427
2.9,20.57,-16.16,-27.39,32.37,-13.42,0.8447161,-4.226372,-0.786911
-2.25,28.9,-6.83,-25.96,35.04,-15.21,1.276409,-4.271515,-0.2691422
-2.25,28.9,-6.83,-25.96,35.04,-15.21,1.276409,-4.271515,-0.2691422
-2.25,28.9,-6.83,-25.96,35.04,-15.21,1.657948,-4.35125,0.3744888
-5.64,35.81,-3.25,-23.69,38.9,-19.37,1.797129,-4.420914,0.6535721
-5.64,35.81,-3.25,-23.69,38.9,-19.37,1.797129,-4.420914,0.6535721
-5.64,35.81,-3.25,-23.69,38.9,-19.37,1.927647,-4.567909,0.8405457
-8.99,45.89,-3.56,-18.65,35.58,-20.65,2.06795,-4.806587,0.9821625
-14.83,54.63,-0.87,-16.01,33.89,-21.21,2.203724,-5.041962,1.103554
-14.83,54.63,-0.87,-16.01,33.89,-21.21,2.203724,-5.041962,1.103554
-14.83,54.63,-0.87,-16.01,33.89,-21.21,2.300603,-5.193268,1.212143
-17.03,59.04,-4.19,-13.66,32.65,-21.46,2.307987,-5.220345,1.322937
-17.03,59.04,-4.19,-13.66,32.65,-21.46,2.307987,-5.220345,1.322937
-18.85,62.36,-8.76,-9.3,28.52,-21.27,2.214428,-5.079163,1.456818
-18.85,62.36,-8.76,-9.3,28.52,-21.27,2.097856,-4.731873,1.666512
-22.29,64.99,-17.54,-7.07,26.34,-20.9,1.974086,-4.38623,1.961777
-22.29,64.99,-17.54,-7.07,26.34,-20.9,1.974086,-4.38623,1.961777
-22.29,64.99,-17.54,-7.07,26.34,-20.9,1.766146,-4.017029,2.327309
-23.83,64.63,-21.31,-2.72,21.75,-19.89,1.69272,-3.840073,2.470192
-25.07,59.18,-27.26,-0.69,19.54,-19.34,1.679464,-3.770576,2.506401
-25.07,59.18,-27.26,-0.69,19.54,-19.34,1.679464,-3.770576,2.506401
-26.07,55.5,-29.45,1.27,17.4,-18.49,1.770699,-3.468376,2.40416
-26.07,55.5,-29.45,1.27,17.4,-18.49,2.141901,-3.173637,2.27169
-26.07,55.5,-29.45,1.27,17.4,-18.49,2.141901,-3.173637,2.27169
-26.07,55.5,-29.45,1.27,17.4,-18.49,2.855252,-2.889069,2.258522
-25.78,49.65,-30.4,3.21,15.13,-17.86,3.65121,-2.585052,2.452614
