2019_05_13_22_46_37,,杨开智,混合,,,,,
L_Thign,L_calf,L_Foot,R_Thign,R_calf,R_Foot,Pelvis_x,Pelvis_y,Pelvis_z
-24.8,32.69,-25.44,10.75,7.74,-15.98,4.129979,-2.393242,5.847313
-24.8,32.69,-25.44,10.75,7.74,-15.98,4.129979,-2.393242,5.847313
-24.3,20.1,-18.31,11.69,6.42,-15.08,4.317292,-2.609146,5.281357
-24.3,20.1,-18.31,11.69,6.42,-15.08,4.491578,-2.75032,4.986488
-24.3,20.1,-18.31,11.69,6.42,-15.08,4.491578,-2.75032,4.986488
-25.34,17.13,-14.21,11.73,6.61,-13.72,5.032163,-3.078514,4.193756
-25.34,17.13,-14.21,11.73,6.61,-13.72,5.142904,-3.125702,3.856888
-26.69,17.02,-11.51,10.87,9.44,-14.3,4.938079,-3.135323,3.638824
-26.69,17.02,-11.51,10.87,9.44,-14.3,4.938079,-3.135323,3.638824
-29.66,21.53,-6.71,7.3,14.94,-16.24,4.436578,-3.123131,3.401115
-29.66,21.53,-6.71,7.3,14.94,-16.24,3.720083,-3.131676,3.082207
-30.24,29,-8.2,4.31,20.36,-18.66,2.954993,-3.230118,2.667503
-30.24,29,-8.2,4.31,20.36,-18.66,2.954993,-3.230118,2.667503
-30.24,29,-8.2,4.31,20.36,-18.66,2.323619,-3.363571,2.205055
-28.96,31.73,-10.45,0.56,30.64,-22.91,1.910492,-3.461876,1.736717
-28.96,31.73,-10.45,0.56,30.64,-22.91,1.910492,-3.461876,1.736717
-27.18,33.85,-13.71,-7.05,41.95,-17.55,1.692537,-3.633095,1.314583
-24.76,37.51,-19.21,-10.41,51.99,-17.57,1.588044,-3.786125,0.918663
-24.76,37.51,-19.21,-10.41,51.99,-17.57,1.484323,-3.912567,0.326004
-24.76,37.51,-19.21,-10.41,51.99,-17.57,1.484323,-3.912567,0.326004
-24.76,37.51,-19.21,-10.41,51.99,-17.57,1.357129,-3.906746,-0.05492401
-19.59,34,-20.52,-13.11,56.88,-12.16,1.185719,-3.766556,-0.4424133
-19.59,34,-20.52,-13.11,56.88,-12.16,1.185719,-3.766556,-0.4424133
-17.07,32.43,-21.03,-17.16,61.65,-13.04,1.001134,-3.536835,-0.9111252
-14.75,31.06,-21.49,-19.07,60.97,-13.91,0.8790672,-3.304802,-1.492638
-14.75,31.06,-21.49,-19.07,60.97,-13.91,0.9111695,-3.154488,-2.103027
-14.75,31.06,-21.49,-19.07,60.97,-13.91,0.9111695,-3.154488,-2.103027
-10.4,26.87,-20.67,-20.71,59.34,-17.21,1.112282,-3.125481,-2.627228
-8.22,24.67,-20.18,-21.95,51.1,-21.69,1.386223,-3.195496,-3.041763
-8.22,24.67,-20.18,-21.95,51.1,-21.69,1.621944,-3.387154,-3.401688
-8.22,24.67,-20.18,-21.95,51.1,-21.69,1.621944,-3.387154,-3.401688
-8.22,24.67,-20.18,-21.95,51.1,-21.69,1.624222,-3.333611,-3.853279
-6.16,22.42,-19.55,-22.81,46.02,-23.04,0.7119126,-3.065269,-4.612885
-6.16,22.42,-19.55,-22.81,46.02,-23.04,0.7119126,-3.065269,-4.612885
-4.25,19.96,-18.22,-22.29,38.87,-23.32,0.09680653,-3.172508,-4.98262
-0.42,15.84,-17.62,-21.07,30.96,-27.54,0.01261425,-3.15313,-5.098701
-0.42,15.84,-17.62,-21.07,30.96,-27.54,0.6591502,-2.971558,-5.079254
-0.42,15.84,-17.62,-21.07,30.96,-27.54,0.6591502,-2.971558,-5.079254
-0.42,15.84,-17.62,-21.07,30.96,-27.54,1.339028,-2.982216,-4.734886
1.54,13.18,-16.61,-19.47,17.61,-19.42,1.732656,-3.070953,-4.183449
1.54,13.18,-16.61,-19.47,17.61,-19.42,1.732656,-3.070953,-4.183449
4.71,9.58,-15.64,-19.76,14.2,-17.46,1.651108,-3.13105,-3.475624
5.59,8.45,-15.12,-20.57,13.94,-14.57,1.145233,-3.218918,-2.730896
5.59,8.45,-15.12,-20.57,13.94,-14.57,0.4689923,-3.354897,-2.005371
5.59,8.45,-15.12,-20.57,13.94,-14.57,0.4689923,-3.354897,-2.005371
5.88,8.3,-14.8,-23.44,18.43,-13.2,-0.0838623,-3.593491,-1.293129
5.88,8.3,-14.8,-23.44,18.43,-13.2,-0.2407837,-3.720596,-0.6461105
5.88,8.3,-14.8,-23.44,18.43,-13.2,-0.2407837,-3.720596,-0.6461105
5.57,10.66,-16.04,-24.33,22.23,-12.52,0.0715904,-3.734215,-0.04185486
3.85,14.41,-13.89,-24.06,25.74,-10.13,0.6626679,-3.710381,0.569603
3.85,14.41,-13.89,-24.06,25.74,-10.13,1.583014,-3.624664,1.580887
3.85,14.41,-13.89,-24.06,25.74,-10.13,1.583014,-3.624664,1.580887
2.35,18.48,-12.07,-23.42,32.57,-15.54,1.974667,-3.629707,2.262703
0.01,27.08,-5.34,-19.95,32.56,-18,2.080406,-3.655052,2.601891
0.01,27.08,-5.34,-19.95,32.56,-18,2.080406,-3.655052,2.601891
0.01,27.08,-5.34,-19.95,32.56,-18,2.144763,-3.760338,3.559189
-6.52,36.95,-1.56,-17.46,32.8,-19.89,2.089271,-3.850784,4.10714
-6.52,36.95,-1.56,-17.46,32.8,-19.89,2.048203,-4.01268,4.581551
-6.52,36.95,-1.56,-17.46,32.8,-19.89,2.048203,-4.01268,4.581551
-9.99,46.5,-1.24,-12.71,31,-22.57,2.084127,-4.311127,4.983444
-16.24,55.29,0.78,-10.43,29.49,-22.98,2.173327,-4.597099,5.28952
-16.24,55.29,0.78,-10.43,29.49,-22.98,2.270961,-4.816849,5.524971
-16.24,55.29,0.78,-10.43,29.49,-22.98,2.270961,-4.816849,5.524971
-18.53,59.19,-2.35,-6.04,25.93,-23.03,2.356667,-4.919807,5.702957
-18.53,59.19,-2.35,-6.04,25.93,-23.03,2.402035,-4.802757,5.82518
-18.53,59.19,-2.35,-6.04,25.93,-23.03,2.402035,-4.802757,5.82518
-20.74,61.49,-5.98,-3.83,23.83,-22.72,2.403527,-4.624084,5.90451
-24.8,64.03,-15.76,-1.67,21.65,-21.84,2.371276,-4.450226,5.912827
-26.41,62.94,-19.38,2.38,17.34,-21.16,2.345082,-4.287384,5.827347
-26.41,62.94,-19.38,2.38,17.34,-21.16,2.345082,-4.287384,5.827347
-26.41,62.94,-19.38,2.38,17.34,-21.16,2.398447,-4.163002,5.537262
-26.41,62.94,-19.38,2.38,17.34,-21.16,2.535287,-4.116447,5.300438
-26.41,62.94,-19.38,2.38,17.34,-21.16,2.535287,-4.116447,5.300438
-28.41,57.19,-25.43,4.42,15.07,-20.52,2.916887,-3.89006,5.116241
-28.63,46.58,-21.59,8.4,10.81,-19.85,3.503347,-3.667259,4.986557
-28.63,46.58,-21.59,8.4,10.81,-19.85,4.018653,-3.323494,4.921509
-28.63,46.58,-21.59,8.4,10.81,-19.85,4.018653,-3.323494,4.921509
-28.63,46.58,-21.59,8.4,10.81,-19.85,4.197886,-3.061356,4.816566
-27.58,39.17,-27.2,10.27,8.21,-19.12,4.042964,-2.994713,4.590179
-26.77,26.22,-22.54,12.44,5.72,-18.8,3.895135,-3.040329,4.250046
-26.77,26.22,-22.54,12.44,5.72,-18.8,3.895135,-3.040329,4.250046
-26.77,26.22,-22.54,12.44,5.72,-18.8,4.051603,-3.207481,3.809792
-27.37,22.54,-18.98,12.31,5.97,-18.54,4.758666,-3.543152,3.005142
-27.37,22.54,-18.98,12.31,5.97,-18.54,4.758666,-3.543152,3.005142
-28.54,21.13,-15.5,11.47,8.93,-20.23,5.151824,-3.647079,2.534431
-28.54,21.13,-15.5,11.47,8.93,-20.23,5.236984,-3.666031,2.367279
-31.56,25.28,-10.44,10.11,12.29,-21.78,4.993763,-3.60347,2.069656
-31.56,25.28,-10.44,10.11,12.29,-21.78,4.993763,-3.60347,2.069656
-31.56,25.28,-10.44,10.11,12.29,-21.78,4.522476,-3.473579,1.87574
-32.27,28.69,-9.66,5.37,19.57,-18.08,3.957582,-3.294609,1.606499
-32.27,28.69,-9.66,5.37,19.57,-18.08,3.957582,-3.294609,1.606499
-32.12,35.67,-14.19,1.72,29.83,-17.65,3.466109,-3.193314,1.265701
-29.4,36.59,-15.13,-2.22,37.56,-13.39,3.154346,-3.179794,0.8803406
-29.4,36.59,-15.13,-2.22,37.56,-13.39,3.017871,-3.218666,0.4605408
-29.4,36.59,-15.13,-2.22,37.56,-13.39,3.017871,-3.218666,0.4605408
-29.4,36.59,-15.13,-2.22,37.56,-13.39,2.968717,-3.34803,0.04784393
-27.27,37.91,-18.1,-5.89,48.05,-3.18,2.921636,-3.520409,-0.3152771
-27.27,37.91,-18.1,-5.89,48.05,-3.18,2.921636,-3.520409,-0.3152771
-25.03,40.13,-22.16,-11.94,56.63,-3.12,2.838834,-3.722542,-0.5940094
-20.57,37.03,-22.6,-14.04,60.13,-4.39,2.702355,-3.982239,-0.80336
-20.57,37.03,-22.6,-14.04,60.13,-4.39,2.384191,-4.244507,-1.109558
-20.57,37.03,-22.6,-14.04,60.13,-4.39,2.384191,-4.244507,-1.109558
-18.51,35.93,-23.08,-15.98,61.47,-9.4,2.132826,-4.296852,-1.293617
-18.51,35.93,-23.08,-15.98,61.47,-9.4,1.882856,-4.309875,-1.450172
-18.51,35.93,-23.08,-15.98,61.47,-9.4,1.882856,-4.309875,-1.450172
-16.46,35.3,-23.98,-20.09,63.66,-12.49,1.702405,-4.346878,-1.568398
-12.12,31.25,-23.23,-21.83,62.44,-15.28,1.647633,-4.361198,-1.625336
-12.12,31.25,-23.23,-21.83,62.44,-15.28,1.708544,-4.318604,-1.589653
-12.12,31.25,-23.23,-21.83,62.44,-15.28,1.708544,-4.318604,-1.589653
-9.79,29.01,-22.85,-23.24,55.2,-19.79,1.779695,-4.287758,-1.489479
-7.47,26.59,-22.3,-24.58,51.03,-21.79,1.759713,-4.272964,-1.376785
-7.47,26.59,-22.3,-24.58,51.03,-21.79,1.565283,-4.192078,-1.395645
-7.47,26.59,-22.3,-24.58,51.03,-21.79,1.565283,-4.192078,-1.395645
-2.47,21.35,-21.32,-24.43,44.56,-30.03,1.037952,-3.863251,-1.699066
-2.47,21.35,-21.32,-24.43,44.56,-30.03,0.1948748,-3.722107,-2.188171
-2.47,21.35,-21.32,-24.43,44.56,-30.03,0.1948748,-3.722107,-2.188171
0.26,18.2,-20.56,-23.09,29.28,-22.11,-0.4515381,-3.6847,-2.663292
2.94,13.99,-18.3,-22.64,22.33,-20.24,-0.4195251,-3.648521,-2.951591
2.94,13.99,-18.3,-22.64,22.33,-20.24,0.1432801,-3.570549,-3.013565
2.94,13.99,-18.3,-22.64,22.33,-20.24,0.1432801,-3.570549,-3.013565
7.13,8.93,-17.04,-22.87,17.35,-17.83,0.8544385,-3.621696,-2.766876
7.13,8.93,-17.04,-22.87,17.35,-17.83,0.8222804,-3.777542,-2.43589
7.13,8.93,-17.04,-22.87,17.35,-17.83,0.8222804,-3.777542,-2.43589
8.05,7.11,-15.67,-24.69,16.15,-14.51,0.3928905,-3.961288,-2.047173
8.28,7.26,-14.4,-25.95,17.69,-12.01,-0.2483826,-4.181114,-1.72419
7.02,9.57,-13.86,-27.01,21.26,-6.64,-0.7921143,-4.394455,-1.497093
7.02,9.57,-13.86,-27.01,21.26,-6.64,-0.7921143,-4.394455,-1.497093
7.02,9.57,-13.86,-27.01,21.26,-6.64,-1.007202,-4.551674,-1.372734
7.02,9.57,-13.86,-27.01,21.26,-6.64,-0.8211365,-4.599556,-1.332169
5.86,12.5,-12.99,-27.3,29.24,-10.94,-0.3449097,-4.612915,-1.280342
5.86,12.5,-12.99,-27.3,29.24,-10.94,-0.3449097,-4.612915,-1.280342
4.29,19.43,-14.19,-25.75,31.48,-11.84,0.1890423,-4.584335,-1.124657
-0.87,27.89,-5.05,-24.01,33.51,-14.04,0.6114874,-4.503319,-0.841156
-0.87,27.89,-5.05,-24.01,33.51,-14.04,0.6114874,-4.503319,-0.841156
-0.87,27.89,-5.05,-24.01,33.51,-14.04,0.8503644,-4.443916,-0.4804916
-0.87,27.89,-5.05,-24.01,33.51,-14.04,0.9252608,-4.42028,-0.1016388
-4.25,34.8,-1.48,-21.71,34.34,-15.87,0.9387222,-4.419373,0.3684082
-4.25,34.8,-1.48,-21.71,34.34,-15.87,0.9387222,-4.419373,0.3684082
-7.69,44.69,-1.01,-17.16,32.12,-17.98,0.979644,-4.491096,0.565361
-7.69,44.69,-1.01,-17.16,32.12,-17.98,1.055108,-4.616478,0.6783218
-7.69,44.69,-1.01,-17.16,32.12,-17.98,1.055108,-4.616478,0.6783218
-13.83,53.51,3.77,-15.01,31.49,-19.25,1.161327,-4.790184,0.7231369
-13.83,53.51,3.77,-15.01,31.49,-19.25,1.286651,-4.901024,0.7416382
-16.14,57.75,1.86,-11.2,28.65,-19.63,1.44157,-4.899803,0.7971039
-16.14,57.75,1.86,-11.2,28.65,-19.63,1.44157,-4.899803,0.7971039
-16.14,57.75,1.86,-11.2,28.65,-19.63,1.626559,-4.753914,0.9309311
-20.33,63,-5.76,-9.23,27.45,-20.07,1.787624,-4.525368,1.143341
-20.33,63,-5.76,-9.23,27.45,-20.07,1.787624,-4.525368,1.143341
-22.48,64.37,-10.62,-5.06,23.28,-19.47,1.866311,-4.380478,1.401642
-26.16,63.52,-19.28,-2.94,21.16,-19.22,1.841475,-4.234253,1.658554
-26.16,63.52,-19.28,-2.94,21.16,-19.22,1.745583,-4.07811,1.862297
-26.16,63.52,-19.28,-2.94,21.16,-19.22,1.745583,-4.07811,1.862297
-27.42,61.31,-22.91,-0.86,19.67,-19.34,1.64974,-3.954124,1.953445
-27.42,61.31,-22.91,-0.86,19.67,-19.34,1.571064,-3.895683,1.761826
-28.25,52.85,-20.8,3.37,15.95,-19.55,1.67124,-3.844604,1.445419
-28.25,52.85,-20.8,3.37,15.95,-19.55,1.67124,-3.844604,1.445419
-28.66,47.52,-28.28,5.61,13.59,-18.77,2.052934,-3.653877,1.115654
-28.66,47.52,-28.28,5.61,13.59,-18.77,2.678145,-3.523804,0.8356934
-28.66,47.52,-28.28,5.61,13.59,-18.77,2.678145,-3.523804,0.8356934
-28.66,47.52,-28.28,5.61,13.59,-18.77,3.280359,-3.327103,0.6165695
-28.48,41.08,-27.44,9.68,8.52,-17.37,3.582172,-3.256531,0.4717636
-28.45,29.01,-22.91,11.02,6.69,-16.4,3.623059,-3.26413,0.3253479
-28.45,29.01,-22.91,11.02,6.69,-16.4,3.623059,-3.26413,0.3253479
-29.49,25.61,-19.71,11.71,5.78,-14.83,3.674396,-3.455658,0.1682892
-29.49,25.61,-19.71,11.71,5.78,-14.83,3.923411,-3.777451,-0.03702545
-29.49,25.61,-19.71,11.71,5.78,-14.83,3.923411,-3.777451,-0.03702545
-30.72,24.28,-16.49,11.41,7.24,-14.94,4.328304,-4.095909,-0.270462
-32.18,26.35,-11.92,10.55,9.61,-14.91,4.713316,-4.33947,-0.4463654
-32.18,26.35,-11.92,10.55,9.61,-14.91,4.916783,-4.415108,-0.4502563
-32.18,26.35,-11.92,10.55,9.61,-14.91,4.916783,-4.415108,-0.4502563
-32.18,26.35,-11.92,10.55,9.61,-14.91,4.857195,-4.390045,-0.3942871
-33.98,30.14,-10.26,9.15,15.31,-13.09,4.361014,-4.159828,-0.2464905
-33.98,30.14,-10.26,9.15,15.31,-13.09,4.361014,-4.159828,-0.2464905
-33.72,35.85,-13.08,4.31,23.1,-10.88,3.854581,-3.989243,-0.2438736
-32.74,37.84,-12.33,0.54,30.32,-7.98,3.366332,-3.919693,-0.2997818
-32.74,37.84,-12.33,0.54,30.32,-7.98,3.001959,-3.920639,-0.4172668
-32.74,37.84,-12.33,0.54,30.32,-7.98,3.001959,-3.920639,-0.4172668
-32.74,37.84,-12.33,0.54,30.32,-7.98,2.765151,-4.016212,-0.5367813
-28.44,36.61,-14.69,-3.23,37.73,1.21,2.622628,-4.121445,-0.5920715
-28.44,36.61,-14.69,-3.23,37.73,1.21,2.622628,-4.121445,-0.5920715
-26.14,36.93,-16.9,-9.83,51.12,-1.05,2.535464,-4.273163,-0.5395432
-23.53,37.43,-18.98,-12.38,56.09,-1.56,2.443748,-4.456184,-0.4075012
-23.53,37.43,-18.98,-12.38,56.09,-1.56,2.281956,-4.601669,-0.2372589
-23.53,37.43,-18.98,-12.38,56.09,-1.56,2.281956,-4.601669,-0.2372589
-23.53,37.43,-18.98,-12.38,56.09,-1.56,2.017767,-4.656319,-0.07250214
-18.56,33.08,-18.97,-14.41,59.41,-3.79,1.691287,-4.653214,0.117485
-16.27,31.12,-18.64,-18.56,62.37,-10.85,1.402364,-4.55172,0.3405762
-16.27,31.12,-18.64,-18.56,62.37,-10.85,1.402364,-4.55172,0.3405762
-11.77,26.89,-17.82,-20.44,64.24,-17.14,1.22403,-4.323959,0.6839371
-11.77,26.89,-17.82,-20.44,64.24,-17.14,1.263412,-4.120819,0.8284912
-11.77,26.89,-17.82,-20.44,64.24,-17.14,1.263412,-4.120819,0.8284912
-9.39,24.4,-17.25,-22.02,60.09,-25.26,1.364599,-3.955261,0.9223328
-6.93,21.41,-16.29,-24.04,57.74,-27.88,1.392057,-3.764229,0.9501114
-6.93,21.41,-16.29,-24.04,57.74,-27.88,1.392057,-3.764229,0.9501114
-4.47,18.58,-15.16,-24.37,47.22,-24.11,1.295841,-3.68026,0.9442291
-4.47,18.58,-15.16,-24.37,47.22,-24.11,1.1372,-3.674591,0.9077301
-4.47,18.58,-15.16,-24.37,47.22,-24.11,0.8857055,-3.629219,0.7482376
-4.47,18.58,-15.16,-24.37,47.22,-24.11,0.8857055,-3.629219,0.7482376
0.3,13.41,-14.42,-24.31,40.71,-30.52,0.4771438,-3.455299,0.4396744
2.6,10.67,-13.65,-23.49,26.42,-22.15,-0.0239563,-3.319603,0.09342194
2.6,10.67,-13.65,-23.49,26.42,-22.15,-0.3738098,-3.278275,-0.1428604
2.6,10.67,-13.65,-23.49,26.42,-22.15,-0.3738098,-3.278275,-0.1428604
4.53,7.87,-12.41,-23.55,20.46,-20.06,-0.3057861,-3.368629,-0.1330032
4.53,7.87,-12.41,-23.55,20.46,-20.06,0.0686944,-3.692787,0.2711792
6.74,5.37,-11.22,-24.15,16.4,-17.74,-0.05047607,-4.123848,0.7128067
6.74,5.37,-11.22,-24.15,16.4,-17.74,-0.05047607,-4.123848,0.7128067
7.09,5.04,-10.61,-25.88,15.61,-14.61,-0.5232544,-4.597595,1.22435
7.09,5.04,-10.61,-25.88,15.61,-14.61,-1.135681,-4.987694,1.71759
7.09,5.04,-10.61,-25.88,15.61,-14.61,-1.135681,-4.987694,1.71759
6.89,6.75,-11.22,-26.75,17.08,-12.69,-1.619537,-5.235153,2.068321
6.89,6.75,-11.22,-26.75,17.08,-12.69,-1.775177,-5.409431,2.228615
5.72,11.75,-11.82,-26.56,19.12,-14.9,-1.527466,-5.53669,2.226891
5.72,11.75,-11.82,-26.56,19.12,-14.9,-1.527466,-5.53669,2.226891
5.72,11.75,-11.82,-26.56,19.12,-14.9,-0.9703979,-5.54258,2.145767
2.79,17.3,-6.86,-26.16,25.3,-21.49,-0.278595,-5.487549,2.076721
2.79,17.3,-6.86,-26.16,25.3,-21.49,-0.278595,-5.487549,2.076721
0.23,26.11,-7.2,-23.26,29.28,-28.37,0.5341035,-5.314392,2.159187
0.23,26.11,-7.2,-23.26,29.28,-28.37,0.6970506,-5.236412,2.250717
0.23,26.11,-7.2,-23.26,29.28,-28.37,0.878835,-5.061539,2.530502
0.23,26.11,-7.2,-23.26,29.28,-28.37,0.878835,-5.061539,2.530502
-6.73,36.65,2.38,-21.18,30.3,-27.83,0.9274449,-4.805206,3.078644
-10.41,43.96,4.07,-16.37,29.54,-27.9,0.9377133,-4.754875,3.474915
-10.41,43.96,4.07,-16.37,29.54,-27.9,0.9377133,-4.754875,3.474915
-13.84,53.85,1.12,-14.23,28.47,-25.67,1.020323,-4.779182,3.85183
-13.84,53.85,1.12,-14.23,28.47,-25.67,1.166702,-4.773376,4.212189
-19.45,61.47,-2.43,-12.15,27.14,-21.49,1.374588,-4.662483,4.525223
-19.45,61.47,-2.43,-12.15,27.14,-21.49,1.374588,-4.662483,4.525223
-19.45,61.47,-2.43,-12.15,27.14,-21.49,1.617553,-4.360268,4.76561
-21.77,64.57,-6.86,-8.27,24.18,-21.04,1.856797,-3.933228,4.964531
-23.94,64.76,-15.48,-6.16,22.29,-20.39,2.038151,-3.588715,5.108795
-23.94,64.76,-15.48,-6.16,22.29,-20.39,2.038151,-3.588715,5.108795
-27.52,65.71,-19.25,-3.99,20.08,-18.8,2.102979,-3.283348,5.166046
-27.52,65.71,-19.25,-3.99,20.08,-18.8,2.049993,-2.972519,5.143227
-27.52,65.71,-19.25,-3.99,20.08,-18.8,2.049993,-2.972519,5.143227
-28.73,59.2,-25.5,0.25,15.71,-18.3,1.823431,-2.599586,4.943031
-28.73,59.2,-25.5,0.25,15.71,-18.3,1.760478,-2.429634,4.751976
-29.7,55.14,-27.37,2.37,13.41,-17.39,2.102281,-2.122971,4.677368
-29.7,55.14,-27.37,2.37,13.41,-17.39,2.102281,-2.122971,4.677368
-29.7,55.14,-27.37,2.37,13.41,-17.39,2.935971,-1.781006,4.738213
-29.44,49.17,-27.95,6.65,8.51,-16.42,3.713186,-1.527924,4.693436
-29.44,49.17,-27.95,6.65,8.51,-16.42,3.713186,-1.527924,4.693436
-28.9,36.61,-26.04,8.43,6.27,-15.6,3.999997,-1.278687,4.494377
-28.9,36.61,-26.04,8.43,6.27,-15.6,3.912163,-1.193558,4.143166
-28.32,30.5,-23.38,9.68,4.68,-14.45,3.847781,-1.353004,3.713013
-28.32,30.5,-23.38,9.68,4.68,-14.45,3.847781,-1.353004,3.713013
-28.32,30.5,-23.38,9.68,4.68,-14.45,4.072647,-1.659294,3.242569
-28.85,26.64,-19.93,9.99,4.91,-14.48,4.564492,-1.997581,2.796982
-28.85,26.64,-19.93,9.99,4.91,-14.48,4.564492,-1.997581,2.796982
-29.96,24.34,-12.8,9.38,6.68,-14.89,5.075865,-2.288933,2.480721
-32.92,28.06,-9.88,8.19,9.94,-13.62,5.346159,-2.436333,2.381477
-32.92,28.06,-9.88,8.19,9.94,-13.62,5.239226,-2.50695,2.474701
-32.92,28.06,-9.88,8.19,9.94,-13.62,5.239226,-2.50695,2.474701
-32.92,28.06,-9.88,8.19,9.94,-13.62,4.54306,-2.470551,2.652359
-33.62,34.49,-12.04,3.82,20.32,-15.82,4.221291,-2.450943,2.642357
-32.48,37.26,-11.25,0.4,27.53,-13.99,3.270463,-2.464531,2.435112
-32.48,37.26,-11.25,0.4,27.53,-13.99,3.270463,-2.464531,2.435112
-30.55,38.95,-14.03,-7.31,39.4,-4.25,2.823869,-2.532471,2.170692
-30.55,38.95,-14.03,-7.31,39.4,-4.25,2.558719,-2.599419,1.827858
-30.55,38.95,-14.03,-7.31,39.4,-4.25,2.558719,-2.599419,1.827858
-30.55,38.95,-14.03,-7.31,39.4,-4.25,2.408509,-2.744171,1.482468
-25.67,39.84,-19.18,-10.74,46.86,-1.75,2.299103,-2.907211,1.190178
-23.25,39.18,-20.65,-13.69,56.48,-3.66,2.188689,-3.124931,0.9824982
-23.25,39.18,-20.65,-13.69,56.48,-3.66,2.188689,-3.124931,0.9824982
-20.87,38.54,-22.05,-17.9,60.68,-5.85,2.069647,-3.39064,0.8469696
-20.87,38.54,-22.05,-17.9,60.68,-5.85,1.926773,-3.590553,0.7491531
-20.87,38.54,-22.05,-17.9,60.68,-5.85,1.926773,-3.590553,0.7491531
-20.87,38.54,-22.05,-17.9,60.68,-5.85,1.760389,-3.695038,0.680275
-18.66,36.84,-21.82,-19.94,64.71,-12.07,1.593626,-3.692421,0.632103
-14.24,32.72,-21.75,-21.88,66.5,-18.03,1.422112,-3.626381,0.5692825
-14.24,32.72,-21.75,-21.88,66.5,-18.03,1.422112,-3.626381,0.5692825
-11.9,30.19,-21.18,-24.72,66.38,-28.81,1.235435,-3.754707,0.4141846
-11.9,30.19,-21.18,-24.72,66.38,-28.81,1.273702,-3.808914,0.2724686
-11.9,30.19,-21.18,-24.72,66.38,-28.81,1.273702,-3.808914,0.2724686
-9.56,27.55,-20.13,-25.47,57.19,-25.85,1.378545,-3.829071,0.1321945
-9.56,27.55,-20.13,-25.47,57.19,-25.85,1.462289,-3.898544,0.01810455
-5.18,22.8,-19.4,-25.59,50.78,-33.38,1.428732,-3.906891,-0.1537552
-5.18,22.8,-19.4,-25.59,50.78,-33.38,1.428732,-3.906891,-0.1537552
-5.18,22.8,-19.4,-25.59,50.78,-33.38,1.065082,-3.630775,-0.5528946
-2.95,20.14,-18.64,-24.16,35.01,-19.04,0.259758,-3.340645,-1.166893
1.67,14.43,-16.97,-22.55,26.45,-12.09,-0.5589905,-3.33976,-1.820061
1.67,14.43,-16.97,-22.55,26.45,-12.09,-0.5589905,-3.33976,-1.820061
1.67,14.43,-16.97,-22.55,26.45,-12.09,-0.8746033,-3.267975,-2.422142
1.67,14.43,-16.97,-22.55,26.45,-12.09,-0.5811462,-3.235153,-2.854195
1.67,14.43,-16.97,-22.55,26.45,-12.09,-0.5811462,-3.235153,-2.854195
3.84,10.87,-15.05,-22.85,15.61,-0.95,-0.000727643,-3.357918,-3.038139
6.65,7.47,-14.22,-24.88,14.47,2.22,0.4376808,-3.569122,-2.944771
6.65,7.47,-14.22,-24.88,14.47,2.22,0.4437313,-3.796333,-2.608025
6.65,7.47,-14.22,-24.88,14.47,2.22,0.4437313,-3.796333,-2.608025
6.73,7.36,-13.14,-26.11,16.65,-4.89,-0.3051453,-4.116562,-1.899467
6.73,7.36,-13.14,-26.11,16.65,-4.89,-1.000305,-4.336533,-1.429909
6.73,7.36,-13.14,-26.11,16.65,-4.89,-1.000305,-4.336533,-1.429909
5.95,9.03,-12.81,-27.38,20.14,-16.08,-1.489258,-4.515167,-1.046883
4.84,14.1,-14.6,-27.09,26.76,-25.17,-1.525696,-4.638611,-0.8156738
4.84,14.1,-14.6,-27.09,26.76,-25.17,-1.073639,-4.684074,-0.6632462
4.84,14.1,-14.6,-27.09,26.76,-25.17,-1.073639,-4.684074,-0.6632462
3.26,18.56,-8.33,-26,29.17,-25.45,-0.362793,-4.69207,-0.4758224
3.26,18.56,-8.33,-26,29.17,-25.45,0.346328,-4.672066,-0.1427917
3.26,18.56,-8.33,-26,29.17,-25.45,0.346328,-4.672066,-0.1427917
-4.99,37.07,-4.63,-19.77,32.04,-21.51,0.8679898,-4.59948,0.2995224
-4.99,37.07,-4.63,-19.77,32.04,-21.51,1.155371,-4.543709,0.8233643
-4.99,37.07,-4.63,-19.77,32.04,-21.51,1.282851,-4.46759,1.379913
-4.99,37.07,-4.63,-19.77,32.04,-21.51,1.282851,-4.46759,1.379913
-11.89,47.31,3.59,-17.3,31.17,-18.68,1.365182,-4.436455,1.929176
-15.03,53.55,2.32,-15.07,30.63,-19.89,1.515113,-4.532578,2.641502
-17.63,59.76,-2.09,-11.01,27.08,-20.13,1.59601,-4.659081,3.035088
-17.63,59.76,-2.09,-11.01,27.08,-20.13,1.59601,-4.659081,3.035088
-17.63,59.76,-2.09,-11.01,27.08,-20.13,1.675724,-4.708107,3.330048
-17.63,59.76,-2.09,-11.01,27.08,-20.13,1.785308,-4.542831,3.525131
-17.63,59.76,-2.09,-11.01,27.08,-20.13,1.785308,-4.542831,3.525131
-19.9,62.34,-10.32,-9,25.42,-20.18,1.932267,-4.126358,3.643112
-23.97,65.6,-15.27,-6.88,23.49,-19.72,2.069798,-3.644241,3.725281
-25.79,62.5,-16.44,-2.42,19.02,-19.36,2.140179,-3.309311,3.850563
-25.79,62.5,-16.44,-2.42,19.02,-19.36,2.140179,-3.309311,3.850563
